,date,soil_moisture(m^3/m^3),precipitation
53,2025-12-21 05:00:00+00:00,0.29425,0.0
54,2025-12-21 06:00:00+00:00,0.29375,0.0
55,2025-12-21 07:00:00+00:00,0.29424998,0.0
56,2025-12-21 08:00:00+00:00,0.294,0.0
57,2025-12-21 09:00:00+00:00,0.2935,0.0
58,2025-12-21 10:00:00+00:00,0.29325,0.0
59,2025-12-21 11:00:00+00:00,0.293,0.0
60,2025-12-21 12:00:00+00:00,0.2925,0.0
61,2025-12-21 13:00:00+00:00,0.2925,0.0
62,2025-12-21 14:00:00+00:00,0.29225,0.0
63,2025-12-21 15:00:00+00:00,0.29175,0.0
64,2025-12-21 16:00:00+00:00,0.29125,0.0
65,2025-12-21 17:00:00+00:00,0.29125,0.0
66,2025-12-21 18:00:00+00:00,0.29099998,0.0
67,2025-12-21 19:00:00+00:00,0.287,0.0
68,2025-12-21 20:00:00+00:00,0.28724998,0.0
69,2025-12-21 21:00:00+00:00,0.28724998,0.0
70,2025-12-21 22:00:00+00:00,0.28724998,0.0
71,2025-12-21 23:00:00+00:00,0.28725,0.0
72,2025-12-22 00:00:00+00:00,0.28725,0.0
73,2025-12-22 01:00:00+00:00,0.28700003,0.0
74,2025-12-22 02:00:00+00:00,0.28700003,0.0
75,2025-12-22 03:00:00+00:00,0.28700003,0.0
76,2025-12-22 04:00:00+00:00,0.28700003,0.0
77,2025-12-22 05:00:00+00:00,0.28700003,0.0
78,2025-12-22 06:00:00+00:00,0.28725,0.0
79,2025-12-22 07:00:00+00:00,0.2875,0.0
80,2025-12-22 08:00:00+00:00,0.287,0.0
81,2025-12-22 09:00:00+00:00,0.287,0.0
82,2025-12-22 10:00:00+00:00,0.287,0.0
83,2025-12-22 11:00:00+00:00,0.28875,0.4
84,2025-12-22 12:00:00+00:00,0.2885,0.5
85,2025-12-22 13:00:00+00:00,0.28775,0.2
86,2025-12-22 14:00:00+00:00,0.2875,0.0
87,2025-12-22 15:00:00+00:00,0.28725,0.0
88,2025-12-22 16:00:00+00:00,0.28725,0.0
89,2025-12-22 17:00:00+00:00,0.2875,0.0
90,2025-12-22 18:00:00+00:00,0.2875,0.0
91,2025-12-22 19:00:00+00:00,0.28800002,0.0
92,2025-12-22 20:00:00+00:00,0.28800002,0.0
93,2025-12-22 21:00:00+00:00,0.28825,0.0
94,2025-12-22 22:00:00+00:00,0.2885,0.0
95,2025-12-22 23:00:00+00:00,0.2885,0.0
96,2025-12-23 00:00:00+00:00,0.289,0.0
97,2025-12-23 01:00:00+00:00,0.289,0.0
98,2025-12-23 02:00:00+00:00,0.28950003,0.0
99,2025-12-23 03:00:00+00:00,0.28925002,0.0
100,2025-12-23 04:00:00+00:00,0.28925002,0.0
101,2025-12-23 05:00:00+00:00,0.28925002,0.0
102,2025-12-23 06:00:00+00:00,0.28925002,0.0
103,2025-12-23 07:00:00+00:00,0.28925002,0.0
104,2025-12-23 08:00:00+00:00,0.28925002,0.0
105,2025-12-23 09:00:00+00:00,0.28925002,0.0
106,2025-12-23 10:00:00+00:00,0.291,0.0
107,2025-12-23 11:00:00+00:00,0.29225,0.0
108,2025-12-23 12:00:00+00:00,0.29200003,0.0
109,2025-12-23 13:00:00+00:00,0.29000002,0.0
110,2025-12-23 14:00:00+00:00,0.2895,0.0
111,2025-12-23 15:00:00+00:00,0.28875002,0.0
112,2025-12-23 16:00:00+00:00,0.2885,0.0
113,2025-12-23 17:00:00+00:00,0.28825,0.0
114,2025-12-23 18:00:00+00:00,0.28825,0.0
115,2025-12-23 19:00:00+00:00,0.2875,0.0
116,2025-12-23 20:00:00+00:00,0.2875,0.0
117,2025-12-23 21:00:00+00:00,0.287,0.0
118,2025-12-23 22:00:00+00:00,0.28675,0.0
119,2025-12-23 23:00:00+00:00,0.28675,0.0
120,2025-12-24 00:00:00+00:00,0.2865,0.0
121,2025-12-24 01:00:00+00:00,0.2865,0.0
122,2025-12-24 02:00:00+00:00,0.28625,0.0
123,2025-12-24 03:00:00+00:00,0.28625,0.0
124,2025-12-24 04:00:00+00:00,0.28625,0.0
125,2025-12-24 05:00:00+00:00,0.28599998,0.0
126,2025-12-24 06:00:00+00:00,0.28599998,0.0
127,2025-12-24 07:00:00+00:00,0.28599998,0.0
128,2025-12-24 08:00:00+00:00,0.28599998,0.0
129,2025-12-24 09:00:00+00:00,0.28599998,0.0
130,2025-12-24 10:00:00+00:00,0.28575,0.0
131,2025-12-24 11:00:00+00:00,0.28575,0.0
132,2025-12-24 12:00:00+00:00,0.28525,0.0
133,2025-12-24 13:00:00+00:00,0.28475,0.0
134,2025-12-24 14:00:00+00:00,0.284,0.0
135,2025-12-24 15:00:00+00:00,0.28350002,0.0
136,2025-12-24 16:00:00+00:00,0.28325,0.0
137,2025-12-24 17:00:00+00:00,0.283,0.0
138,2025-12-24 18:00:00+00:00,0.283,0.0
139,2025-12-24 19:00:00+00:00,0.276,0.0
140,2025-12-24 20:00:00+00:00,0.276,0.0
141,2025-12-24 21:00:00+00:00,0.276,0.0
142,2025-12-24 22:00:00+00:00,0.276,0.0
143,2025-12-24 23:00:00+00:00,0.276,0.0
144,2025-12-25 00:00:00+00:00,0.276,0.0
145,2025-12-25 01:00:00+00:00,0.276,0.0
146,2025-12-25 02:00:00+00:00,0.276,0.0
147,2025-12-25 03:00:00+00:00,0.2765,0.0
148,2025-12-25 04:00:00+00:00,0.2765,0.0
149,2025-12-25 05:00:00+00:00,0.2765,0.0
150,2025-12-25 06:00:00+00:00,0.2765,0.0
151,2025-12-25 07:00:00+00:00,0.27625,0.0
152,2025-12-25 08:00:00+00:00,0.27625,0.0
153,2025-12-25 09:00:00+00:00,0.27625,0.0
154,2025-12-25 10:00:00+00:00,0.276,0.0
155,2025-12-25 11:00:00+00:00,0.2755,0.0
156,2025-12-25 12:00:00+00:00,0.27525,0.0
157,2025-12-25 13:00:00+00:00,0.2745,0.0
158,2025-12-25 14:00:00+00:00,0.27425003,0.0
159,2025-12-25 15:00:00+00:00,0.27425003,0.0
160,2025-12-25 16:00:00+00:00,0.27375,0.0
161,2025-12-25 17:00:00+00:00,0.27400002,0.0
162,2025-12-25 18:00:00+00:00,0.27400002,0.0
163,2025-12-25 19:00:00+00:00,0.27275002,0.0
164,2025-12-25 20:00:00+00:00,0.2725,0.0
165,2025-12-25 21:00:00+00:00,0.27225,0.0
166,2025-12-25 22:00:00+00:00,0.27225,0.0
167,2025-12-25 23:00:00+00:00,0.27225,0.0
168,2025-12-26 00:00:00+00:00,0.27225,0.0
169,2025-12-26 01:00:00+00:00,0.27249998,0.0
170,2025-12-26 02:00:00+00:00,0.27249998,0.0
171,2025-12-26 03:00:00+00:00,0.27249998,0.0
172,2025-12-26 04:00:00+00:00,0.272,0.0
173,2025-12-26 05:00:00+00:00,0.27175003,0.0
174,2025-12-26 06:00:00+00:00,0.27175003,0.0
175,2025-12-26 07:00:00+00:00,0.2775,0.6
176,2025-12-26 08:00:00+00:00,0.2795,0.2
177,2025-12-26 09:00:00+00:00,0.29175,0.4
178,2025-12-26 10:00:00+00:00,0.29425,3.3
179,2025-12-26 11:00:00+00:00,0.31425,0.7
180,2025-12-26 12:00:00+00:00,0.319,4.8999996
181,2025-12-26 13:00:00+00:00,0.31925,0.2
182,2025-12-26 14:00:00+00:00,0.31875002,0.1
183,2025-12-26 15:00:00+00:00,0.31725,0.0
184,2025-12-26 16:00:00+00:00,0.3145,0.0
185,2025-12-26 17:00:00+00:00,0.31274998,0.0
186,2025-12-26 18:00:00+00:00,0.31199998,0.0
187,2025-12-26 19:00:00+00:00,0.31375,0.0
188,2025-12-26 20:00:00+00:00,0.31274998,0.0
189,2025-12-26 21:00:00+00:00,0.311,0.0
190,2025-12-26 22:00:00+00:00,0.30875,0.0
191,2025-12-26 23:00:00+00:00,0.3075,0.0
192,2025-12-27 00:00:00+00:00,0.30600002,0.0
193,2025-12-27 01:00:00+00:00,0.30525002,0.0
194,2025-12-27 02:00:00+00:00,0.305,0.0
195,2025-12-27 03:00:00+00:00,0.3045,0.0
196,2025-12-27 04:00:00+00:00,0.304,0.0
197,2025-12-27 05:00:00+00:00,0.304,0.0
198,2025-12-27 06:00:00+00:00,0.30324998,0.0
199,2025-12-27 07:00:00+00:00,0.30275,0.0
200,2025-12-27 08:00:00+00:00,0.3025,0.0
201,2025-12-27 09:00:00+00:00,0.30225,0.0
202,2025-12-27 10:00:00+00:00,0.30175,0.0
203,2025-12-27 11:00:00+00:00,0.30374998,0.0
204,2025-12-27 12:00:00+00:00,0.303,0.0
205,2025-12-27 13:00:00+00:00,0.30375,0.0
206,2025-12-27 14:00:00+00:00,0.30324998,0.0
207,2025-12-27 15:00:00+00:00,0.30225,0.0
208,2025-12-27 16:00:00+00:00,0.302,0.0
209,2025-12-27 17:00:00+00:00,0.3015,0.0
210,2025-12-27 18:00:00+00:00,0.30125,0.0
211,2025-12-27 19:00:00+00:00,0.304,0.0
212,2025-12-27 20:00:00+00:00,0.3035,0.0
213,2025-12-27 21:00:00+00:00,0.30324998,0.0
214,2025-12-27 22:00:00+00:00,0.303,0.0
215,2025-12-27 23:00:00+00:00,0.30275,0.0
216,2025-12-28 00:00:00+00:00,0.30249998,0.0
217,2025-12-28 01:00:00+00:00,0.30275,0.0
218,2025-12-28 02:00:00+00:00,0.30225,0.0
219,2025-12-28 03:00:00+00:00,0.302,0.0
220,2025-12-28 04:00:00+00:00,0.302,0.0
221,2025-12-28 05:00:00+00:00,0.30225,0.0
222,2025-12-28 06:00:00+00:00,0.31325,1.1
223,2025-12-28 07:00:00+00:00,0.32,0.2
224,2025-12-28 08:00:00+00:00,0.335,0.2
225,2025-12-28 09:00:00+00:00,0.34875003,2.8999999
226,2025-12-28 10:00:00+00:00,0.3465,0.4
227,2025-12-28 11:00:00+00:00,0.35000002,1.1
228,2025-12-28 12:00:00+00:00,0.35900003,1.2
229,2025-12-28 13:00:00+00:00,0.3685,0.5
230,2025-12-28 14:00:00+00:00,0.3685,2.1000001
231,2025-12-28 15:00:00+00:00,0.36625,1.7
232,2025-12-28 16:00:00+00:00,0.36575,1.1
233,2025-12-28 17:00:00+00:00,0.36525,7.7
234,2025-12-28 18:00:00+00:00,0.37300003,0.4
235,2025-12-28 19:00:00+00:00,0.353,0.0
236,2025-12-28 20:00:00+00:00,0.35,0.0
237,2025-12-28 21:00:00+00:00,0.3505,1.0
238,2025-12-28 22:00:00+00:00,0.3505,0.0
239,2025-12-28 23:00:00+00:00,0.34600002,0.0
240,2025-12-29 00:00:00+00:00,0.3425,0.0
241,2025-12-29 01:00:00+00:00,0.33825,0.0
242,2025-12-29 02:00:00+00:00,0.3355,0.0
243,2025-12-29 03:00:00+00:00,0.333,0.0
244,2025-12-29 04:00:00+00:00,0.33125,0.0
245,2025-12-29 05:00:00+00:00,0.32925,0.0
246,2025-12-29 06:00:00+00:00,0.3275,0.0
247,2025-12-29 07:00:00+00:00,0.32675,0.2
248,2025-12-29 08:00:00+00:00,0.32575,0.0
249,2025-12-29 09:00:00+00:00,0.32450002,0.0
250,2025-12-29 10:00:00+00:00,0.32375002,0.0
251,2025-12-29 11:00:00+00:00,0.32274997,0.3
252,2025-12-29 12:00:00+00:00,0.32225,0.1
253,2025-12-29 13:00:00+00:00,0.32175,0.2
254,2025-12-29 14:00:00+00:00,0.32125002,0.6
255,2025-12-29 15:00:00+00:00,0.32024997,0.2
256,2025-12-29 16:00:00+00:00,0.32,0.1
257,2025-12-29 17:00:00+00:00,0.31925002,0.4
258,2025-12-29 18:00:00+00:00,0.31875,0.2
259,2025-12-29 19:00:00+00:00,0.31825,0.0
260,2025-12-29 20:00:00+00:00,0.3175,0.1
261,2025-12-29 21:00:00+00:00,0.31725,0.1
262,2025-12-29 22:00:00+00:00,0.31599998,0.0
263,2025-12-29 23:00:00+00:00,0.3155,0.0
264,2025-12-30 00:00:00+00:00,0.315,0.2
265,2025-12-30 01:00:00+00:00,0.3145,0.0
266,2025-12-30 02:00:00+00:00,0.31375,0.0
267,2025-12-30 03:00:00+00:00,0.31375,0.0
268,2025-12-30 04:00:00+00:00,0.31300002,0.0
269,2025-12-30 05:00:00+00:00,0.31275,0.0
270,2025-12-30 06:00:00+00:00,0.31275,0.0
271,2025-12-30 07:00:00+00:00,0.31199998,0.0
272,2025-12-30 08:00:00+00:00,0.3115,0.0
273,2025-12-30 09:00:00+00:00,0.311,0.0
274,2025-12-30 10:00:00+00:00,0.31075,0.0
275,2025-12-30 11:00:00+00:00,0.31024998,0.0
276,2025-12-30 12:00:00+00:00,0.30975002,0.0
277,2025-12-30 13:00:00+00:00,0.309,0.0
278,2025-12-30 14:00:00+00:00,0.30875,0.0
279,2025-12-30 15:00:00+00:00,0.308,0.0
280,2025-12-30 16:00:00+00:00,0.308,0.0
281,2025-12-30 17:00:00+00:00,0.3075,0.0
282,2025-12-30 18:00:00+00:00,0.30725,0.0
283,2025-12-30 19:00:00+00:00,0.30725002,0.0
284,2025-12-30 20:00:00+00:00,0.307,0.0
285,2025-12-30 21:00:00+00:00,0.30675,0.0
286,2025-12-30 22:00:00+00:00,0.307,0.0
287,2025-12-30 23:00:00+00:00,0.307,0.0
288,2025-12-31 00:00:00+00:00,0.30699998,0.0
289,2025-12-31 01:00:00+00:00,0.30675,0.0
290,2025-12-31 02:00:00+00:00,0.307,0.0
291,2025-12-31 03:00:00+00:00,0.307,0.0
292,2025-12-31 04:00:00+00:00,0.307,0.0
293,2025-12-31 05:00:00+00:00,0.307,0.0
294,2025-12-31 06:00:00+00:00,0.30725002,0.0
295,2025-12-31 07:00:00+00:00,0.30725002,0.0
296,2025-12-31 08:00:00+00:00,0.30725002,0.0
297,2025-12-31 09:00:00+00:00,0.30725002,0.0
298,2025-12-31 10:00:00+00:00,0.3075,0.0
299,2025-12-31 11:00:00+00:00,0.3075,0.0
300,2025-12-31 12:00:00+00:00,0.3075,0.0
301,2025-12-31 13:00:00+00:00,0.30725,0.1
302,2025-12-31 14:00:00+00:00,0.307,0.2
303,2025-12-31 15:00:00+00:00,0.30725,0.0
304,2025-12-31 16:00:00+00:00,0.30725,0.3
305,2025-12-31 17:00:00+00:00,0.3075,0.4
306,2025-12-31 18:00:00+00:00,0.30749997,0.8000001
307,2025-12-31 19:00:00+00:00,0.30775,0.2
308,2025-12-31 20:00:00+00:00,0.30775,0.6
309,2025-12-31 21:00:00+00:00,0.30825,1.0
310,2025-12-31 22:00:00+00:00,0.308,0.0
311,2025-12-31 23:00:00+00:00,0.30775002,0.0
312,2026-01-01 00:00:00+00:00,0.30775002,0.0
313,2026-01-01 01:00:00+00:00,0.3075,0.0
314,2026-01-01 02:00:00+00:00,0.3075,0.0
315,2026-01-01 03:00:00+00:00,0.3075,0.0
316,2026-01-01 04:00:00+00:00,0.3075,0.0
317,2026-01-01 05:00:00+00:00,0.3075,0.0
318,2026-01-01 06:00:00+00:00,0.30775,0.0
319,2026-01-01 07:00:00+00:00,0.308,0.0
320,2026-01-01 08:00:00+00:00,0.308,0.0
321,2026-01-01 09:00:00+00:00,0.308,0.0
322,2026-01-01 10:00:00+00:00,0.308,0.0
323,2026-01-01 11:00:00+00:00,0.308,0.0
324,2026-01-01 12:00:00+00:00,0.308,0.0
325,2026-01-01 13:00:00+00:00,0.308,0.0
326,2026-01-01 14:00:00+00:00,0.308,0.0
327,2026-01-01 15:00:00+00:00,0.308,0.0
328,2026-01-01 16:00:00+00:00,0.308,0.0
329,2026-01-01 17:00:00+00:00,0.30775002,0.0
330,2026-01-01 18:00:00+00:00,0.30775002,0.0
331,2026-01-01 19:00:00+00:00,0.30775002,0.0
332,2026-01-01 20:00:00+00:00,0.30775002,0.0
333,2026-01-01 21:00:00+00:00,0.30775002,0.4
334,2026-01-01 22:00:00+00:00,0.30775002,0.0
335,2026-01-01 23:00:00+00:00,0.30775002,0.0
336,2026-01-02 00:00:00+00:00,0.3075,0.0
337,2026-01-02 01:00:00+00:00,0.30775,0.0
338,2026-01-02 02:00:00+00:00,0.30775,0.0
339,2026-01-02 03:00:00+00:00,0.30775,0.0
340,2026-01-02 04:00:00+00:00,0.30775,0.0
341,2026-01-02 05:00:00+00:00,0.30775,0.0
342,2026-01-02 06:00:00+00:00,0.30775,0.0
343,2026-01-02 07:00:00+00:00,0.30775,0.0
344,2026-01-02 08:00:00+00:00,0.30800003,0.0
345,2026-01-02 09:00:00+00:00,0.30800003,0.0
346,2026-01-02 10:00:00+00:00,0.30800003,0.0
347,2026-01-02 11:00:00+00:00,0.30800003,0.0
348,2026-01-02 12:00:00+00:00,0.30800003,0.0
349,2026-01-02 13:00:00+00:00,0.30800003,0.0
350,2026-01-02 14:00:00+00:00,0.30800003,0.0
351,2026-01-02 15:00:00+00:00,0.30775,0.0
352,2026-01-02 16:00:00+00:00,0.30775,0.0
353,2026-01-02 17:00:00+00:00,0.30775,0.0
354,2026-01-02 18:00:00+00:00,0.30775,0.0
355,2026-01-02 19:00:00+00:00,0.30775,0.0
356,2026-01-02 20:00:00+00:00,0.30775,0.0
357,2026-01-02 21:00:00+00:00,0.30775,0.0
358,2026-01-02 22:00:00+00:00,0.30775,0.0
359,2026-01-02 23:00:00+00:00,0.30775,0.0
360,2026-01-03 00:00:00+00:00,0.30775,0.0
361,2026-01-03 01:00:00+00:00,0.30775,0.0
362,2026-01-03 02:00:00+00:00,0.30775,0.0
363,2026-01-03 03:00:00+00:00,0.30775,0.0
364,2026-01-03 04:00:00+00:00,0.3075,0.0
365,2026-01-03 05:00:00+00:00,0.3075,0.0
366,2026-01-03 06:00:00+00:00,0.3075,0.0
367,2026-01-03 07:00:00+00:00,0.3075,0.0
368,2026-01-03 08:00:00+00:00,0.3075,0.0
369,2026-01-03 09:00:00+00:00,0.3075,0.0
370,2026-01-03 10:00:00+00:00,0.3075,0.0
371,2026-01-03 11:00:00+00:00,0.3075,0.0
372,2026-01-03 12:00:00+00:00,0.3075,0.0
373,2026-01-03 13:00:00+00:00,0.30725,0.0
374,2026-01-03 14:00:00+00:00,0.30699998,0.0
375,2026-01-03 15:00:00+00:00,0.30699998,0.0
376,2026-01-03 16:00:00+00:00,0.30699998,0.1
377,2026-01-03 17:00:00+00:00,0.30699998,0.0
378,2026-01-03 18:00:00+00:00,0.30699998,0.0
379,2026-01-03 19:00:00+00:00,0.30699998,0.2
380,2026-01-03 20:00:00+00:00,0.307,0.3
381,2026-01-03 21:00:00+00:00,0.30675,0.0
382,2026-01-03 22:00:00+00:00,0.30675,0.0
383,2026-01-03 23:00:00+00:00,0.30675,0.0
384,2026-01-04 00:00:00+00:00,0.30675,0.0
385,2026-01-04 01:00:00+00:00,0.30675,0.0
386,2026-01-04 02:00:00+00:00,0.30675,0.0
387,2026-01-04 03:00:00+00:00,0.30675,0.0
388,2026-01-04 04:00:00+00:00,0.30675,0.0
389,2026-01-04 05:00:00+00:00,0.30675,0.0
390,2026-01-04 06:00:00+00:00,0.30675,0.0
391,2026-01-04 07:00:00+00:00,0.30675,0.0
392,2026-01-04 08:00:00+00:00,0.30675,0.0
393,2026-01-04 09:00:00+00:00,0.30675,0.0
394,2026-01-04 10:00:00+00:00,0.30675,0.0
395,2026-01-04 11:00:00+00:00,0.30675,0.0
396,2026-01-04 12:00:00+00:00,0.30925,0.0
397,2026-01-04 13:00:00+00:00,0.31125,0.0
398,2026-01-04 14:00:00+00:00,0.313,0.0
399,2026-01-04 15:00:00+00:00,0.31275,0.0
400,2026-01-04 16:00:00+00:00,0.31225002,0.0
401,2026-01-04 17:00:00+00:00,0.31175,0.0
402,2026-01-04 18:00:00+00:00,0.3115,0.0
403,2026-01-04 19:00:00+00:00,0.311,0.0
404,2026-01-04 20:00:00+00:00,0.31075,0.0
405,2026-01-04 21:00:00+00:00,0.31075,0.0
406,2026-01-04 22:00:00+00:00,0.3105,0.0
407,2026-01-04 23:00:00+00:00,0.3105,0.0
408,2026-01-05 00:00:00+00:00,0.31024998,0.0
409,2026-01-05 01:00:00+00:00,0.31024998,0.0
410,2026-01-05 02:00:00+00:00,0.31,0.0
411,2026-01-05 03:00:00+00:00,0.31,0.0
412,2026-01-05 04:00:00+00:00,0.30975,0.0
413,2026-01-05 05:00:00+00:00,0.30975,0.0
414,2026-01-05 06:00:00+00:00,0.30975,0.0
415,2026-01-05 07:00:00+00:00,0.30975,0.0
416,2026-01-05 08:00:00+00:00,0.30949998,0.0
417,2026-01-05 09:00:00+00:00,0.30949998,0.0
418,2026-01-05 10:00:00+00:00,0.30925,0.0
419,2026-01-05 11:00:00+00:00,0.31,0.0
420,2026-01-05 12:00:00+00:00,0.315,0.0
421,2026-01-05 13:00:00+00:00,0.32125,0.0
422,2026-01-05 14:00:00+00:00,0.32375002,0.0
423,2026-01-05 15:00:00+00:00,0.325,0.0
424,2026-01-05 16:00:00+00:00,0.32475,0.0
425,2026-01-05 17:00:00+00:00,0.32349998,0.0
426,2026-01-05 18:00:00+00:00,0.32275003,0.0
427,2026-01-05 19:00:00+00:00,0.32274997,0.0
428,2026-01-05 20:00:00+00:00,0.32225,0.0
429,2026-01-05 21:00:00+00:00,0.32200003,0.0
430,2026-01-05 22:00:00+00:00,0.32125002,0.0
431,2026-01-05 23:00:00+00:00,0.321,0.0
432,2026-01-06 00:00:00+00:00,0.32050002,0.0
433,2026-01-06 01:00:00+00:00,0.32050002,0.0
434,2026-01-06 02:00:00+00:00,0.32050002,0.0
435,2026-01-06 03:00:00+00:00,0.32,0.0
436,2026-01-06 04:00:00+00:00,0.31975,0.0
437,2026-01-06 05:00:00+00:00,0.3195,0.0
438,2026-01-06 06:00:00+00:00,0.31925,0.0
439,2026-01-06 07:00:00+00:00,0.31875002,0.0
440,2026-01-06 08:00:00+00:00,0.319,0.1
441,2026-01-06 09:00:00+00:00,0.31925,0.0
442,2026-01-06 10:00:00+00:00,0.32050002,0.0
443,2026-01-06 11:00:00+00:00,0.32275003,0.2
444,2026-01-06 12:00:00+00:00,0.32475,0.70000005
445,2026-01-06 13:00:00+00:00,0.32674998,0.5
446,2026-01-06 14:00:00+00:00,0.32875,0.0
447,2026-01-06 15:00:00+00:00,0.3305,0.0
448,2026-01-06 16:00:00+00:00,0.33325,0.2
449,2026-01-06 17:00:00+00:00,0.33475,0.1
450,2026-01-06 18:00:00+00:00,0.33599997,0.1
451,2026-01-06 19:00:00+00:00,0.3325,0.0
452,2026-01-06 20:00:00+00:00,0.33125,0.0
453,2026-01-06 21:00:00+00:00,0.32999998,0.0
454,2026-01-06 22:00:00+00:00,0.32875,0.0
455,2026-01-06 23:00:00+00:00,0.32825,0.0
456,2026-01-07 00:00:00+00:00,0.3275,0.0
457,2026-01-07 01:00:00+00:00,0.32475,0.0
458,2026-01-07 02:00:00+00:00,0.324,0.0
459,2026-01-07 03:00:00+00:00,0.32349998,0.0
460,2026-01-07 04:00:00+00:00,0.32275003,0.0
461,2026-01-07 05:00:00+00:00,0.3225,0.0
462,2026-01-07 06:00:00+00:00,0.32175,0.0
463,2026-01-07 07:00:00+00:00,0.32025,0.0
464,2026-01-07 08:00:00+00:00,0.31975,0.0
465,2026-01-07 09:00:00+00:00,0.3195,0.0
466,2026-01-07 10:00:00+00:00,0.319,0.0
467,2026-01-07 11:00:00+00:00,0.31875,0.0
468,2026-01-07 12:00:00+00:00,0.31825,0.0
469,2026-01-07 13:00:00+00:00,0.317,0.0
470,2026-01-07 14:00:00+00:00,0.3165,0.0
471,2026-01-07 15:00:00+00:00,0.31625003,0.0
472,2026-01-07 16:00:00+00:00,0.31599998,0.0
473,2026-01-07 17:00:00+00:00,0.31550002,0.0
474,2026-01-07 18:00:00+00:00,0.31524998,0.0
475,2026-01-07 19:00:00+00:00,0.31024998,0.0
476,2026-01-07 20:00:00+00:00,0.31024998,0.0
477,2026-01-07 21:00:00+00:00,0.31,0.0
478,2026-01-07 22:00:00+00:00,0.31,0.0
479,2026-01-07 23:00:00+00:00,0.30975002,0.0
480,2026-01-08 00:00:00+00:00,0.30975002,0.0
481,2026-01-08 01:00:00+00:00,0.30949998,0.0
482,2026-01-08 02:00:00+00:00,0.30975002,0.0
483,2026-01-08 03:00:00+00:00,0.30975002,0.0
484,2026-01-08 04:00:00+00:00,0.30975002,0.0
485,2026-01-08 05:00:00+00:00,0.30949998,0.0
486,2026-01-08 06:00:00+00:00,0.30925,0.0
487,2026-01-08 07:00:00+00:00,0.309,0.0
488,2026-01-08 08:00:00+00:00,0.309,0.0
489,2026-01-08 09:00:00+00:00,0.309,0.0
490,2026-01-08 10:00:00+00:00,0.309,0.0
491,2026-01-08 11:00:00+00:00,0.30975,0.0
492,2026-01-08 12:00:00+00:00,0.30949998,0.0
493,2026-01-08 13:00:00+00:00,0.30725,0.0
494,2026-01-08 14:00:00+00:00,0.30650002,0.0
495,2026-01-08 15:00:00+00:00,0.3055,0.0
